Gene symbol,mean(ASD) - mean(CTRL),p-value,q-value,Neurogenesis,SFARI
SNORD48,0.526150369,6.32E-05,0.004582789,FALSE,FALSE
SNRPC,-0.358079879,0.0066934,0.042459636,FALSE,FALSE
SNRPD1,-0.3983186,0.002540137,0.02621338,FALSE,FALSE
SNRPF,-0.546945996,3.01E-05,0.002965451,FALSE,FALSE
SNRPG,-0.395058597,0.00274129,0.026838646,FALSE,FALSE
SNW1,-0.396530429,0.002619008,0.02637313,FALSE,FALSE
SNX11,0.300422795,0.005436537,0.038579498,FALSE,FALSE
SNX3,-0.457981524,0.000494981,0.011585064,FALSE,FALSE
SNX6,0.333869286,0.002820399,0.027303202,FALSE,FALSE
SNX8,0.481078262,0.000252897,0.00864099,FALSE,FALSE
SOX2,0.366897284,0.005487456,0.038743679,FALSE,FALSE
SPA17,-0.494252162,0.000171607,0.007097846,FALSE,FALSE
SPACA5B,-0.373461426,0.004697901,0.035576055,FALSE,FALSE
SPATA8,0.484128629,0.000233949,0.008342016,FALSE,FALSE
SPEN,-0.414233435,0.001688322,0.021536052,FALSE,FALSE
SPI1,0.328559987,0.007369417,0.044874914,FALSE,FALSE
SPIN1,0.379131423,0.004011269,0.032682456,FALSE,FALSE
SPINT2,-0.350511031,0.008000173,0.046765758,FALSE,FALSE
SPPL2B,0.352258193,0.002514851,0.026167033,FALSE,FALSE
SPRYD3,-0.431281297,0.001061298,0.016865197,FALSE,FALSE
SPSB2,-0.418587331,0.001488521,0.019932035,FALSE,FALSE
SPTY2D1,-0.465807813,0.000401674,0.010887983,FALSE,FALSE
SQRDL,-0.491980034,0.000181006,0.007202426,FALSE,FALSE
SRD5A1,-0.436383425,0.000934791,0.016048498,FALSE,FALSE
SRGN,-0.386902579,0.003337797,0.029937721,FALSE,FALSE
SRP14,-0.372839961,0.004650468,0.03538803,FALSE,FALSE
SRP14P1,-0.449270367,0.000631238,0.013082117,FALSE,FALSE
SRP68,-0.427875586,0.001155147,0.017477535,FALSE,FALSE
SS18L1,0.32866063,0.007202819,0.044197203,FALSE,FALSE
SS18L2,0.491682271,0.000184594,0.007235336,FALSE,FALSE
SSFA2,-0.438705976,0.000875852,0.015458146,FALSE,FALSE
SSH2,0.427047828,0.001193188,0.017754993,FALSE,FALSE
ST7,0.325279939,0.006891633,0.043180386,FALSE,TRUE
STAM,-0.494503655,0.000171082,0.007097846,FALSE,FALSE
STAR,0.381324691,0.002431153,0.025924486,FALSE,FALSE
STARD3NL,-0.492263721,0.000174624,0.007097846,FALSE,FALSE
STAT2,0.479119231,0.000273557,0.008979493,FALSE,FALSE
STAT5B,0.457664351,0.00050684,0.01164137,FALSE,FALSE
STAU1,-0.491134939,0.000190485,0.007313641,FALSE,FALSE
STEAP1,0.384889428,0.00354049,0.030816587,FALSE,FALSE
STK17B,0.35973913,0.00642169,0.041562528,FALSE,FALSE
STK6P,0.43854836,0.000870865,0.015435611,FALSE,FALSE
STRAP,-0.375865893,0.004390562,0.034283481,FALSE,FALSE
STS,-0.365884927,0.005616183,0.039019279,FALSE,FALSE
STT3A,-0.367866372,0.00525559,0.037865898,FALSE,FALSE
STX4A,0.426677451,0.00120395,0.017805063,FALSE,FALSE
STX8,-0.396290133,0.002619827,0.02637313,FALSE,FALSE
SUCLA2,-0.409598053,0.001859148,0.022559697,FALSE,FALSE
SUCLG1,-0.527232285,5.78E-05,0.004272096,FALSE,FALSE
SUCLG2,-0.528855634,5.76E-05,0.004272096,FALSE,TRUE
SUMF1,-0.473202963,0.000323779,0.009778601,FALSE,FALSE
SUMO2,-0.234372011,0.006165743,0.040692975,FALSE,FALSE
SUOX,0.325538858,0.003653929,0.031285841,FALSE,FALSE
SUPT4H1,-0.363063226,0.005916444,0.040062493,FALSE,FALSE
SURF1,-0.352450868,0.00749223,0.04517031,FALSE,FALSE
SURF4,-0.447333028,0.000672353,0.013526303,FALSE,FALSE
SUV420H2,0.395659901,0.00271165,0.026765566,FALSE,FALSE
SUZ12,0.401432491,0.002288451,0.025314551,FALSE,FALSE
SYAP1,0.452389778,0.000590298,0.012608999,FALSE,FALSE
SYBL1,-0.355810911,0.00696756,0.043418496,FALSE,FALSE
SYN1,0.314968834,0.005911156,0.040059367,FALSE,TRUE
SYNE1,0.323696475,0.002667928,0.026539939,FALSE,TRUE
SYNGR2,0.49431841,0.000170346,0.007097846,FALSE,FALSE
SYNJ2BP,0.451842813,0.000599822,0.012662047,FALSE,FALSE
SYT14,0.398925331,0.00253089,0.026200938,FALSE,FALSE
SYTL1,0.356912766,0.007048694,0.043601298,FALSE,FALSE
SYTL2,0.324523992,0.001999938,0.023638499,FALSE,FALSE
TAAR8,0.355136526,0.007191248,0.044158585,FALSE,FALSE
TACSTD2,0.459035084,0.000530945,0.011947517,FALSE,FALSE
TAF5L,0.379685404,0.000722264,0.014038027,FALSE,FALSE
TAF6L,0.428607895,0.00112724,0.017333122,FALSE,FALSE
TALDO1,-0.530870247,5.21E-05,0.004058625,FALSE,FALSE
TARBP1,0.460292428,0.00046712,0.01138414,FALSE,FALSE
TARDBP,0.431963752,0.001043709,0.01680008,FALSE,FALSE
TARSL1,-0.38426521,0.003592409,0.031099779,FALSE,FALSE
TAS2R40,-0.371431533,0.004937584,0.036655199,FALSE,FALSE
TAS2R49,0.360030792,0.006440072,0.041600244,FALSE,FALSE
TAX1BP3,-0.455305201,0.000542615,0.012068266,FALSE,FALSE
TAZ,0.416260605,0.000256439,0.008644496,FALSE,FALSE
TBC1D10A,-0.496191647,0.000162088,0.007010499,FALSE,FALSE
TBC1D10C,0.482748746,0.000247837,0.00856954,FALSE,FALSE
TBC1D3B,0.389388188,0.00312933,0.02894578,FALSE,FALSE
TBL1XR1,-0.36040537,0.006299951,0.04127996,FALSE,FALSE
TBL2,-0.39745145,0.002586146,0.02637313,FALSE,FALSE
TBN,-0.370039344,0.005123786,0.037478134,FALSE,FALSE
TBP,-0.375419834,0.004380749,0.034283481,FALSE,FALSE
TBX18,-0.335834357,0.003259057,0.029490448,FALSE,FALSE
TCEAL3,-0.337182992,0.002513051,0.026167033,FALSE,FALSE
TCEB1,-0.383233982,0.003612854,0.031202712,FALSE,FALSE
TCF20,0.326114231,0.003577528,0.031020032,FALSE,FALSE
TCF3,0.396914801,0.002613707,0.02637313,FALSE,FALSE
TCF4,0.447198809,0.000672449,0.013526303,FALSE,FALSE
TCL1A,-0.407518428,0.00201118,0.023638499,FALSE,FALSE
TCN2,-0.357958532,0.006837951,0.043069376,FALSE,FALSE
TCP11,0.367698371,0.005390121,0.038399529,FALSE,FALSE
TDP1,0.389531477,0.000829225,0.014973326,FALSE,FALSE
TDRD1,0.478438223,0.000276543,0.008979493,FALSE,FALSE
TDRD6,-0.473609797,0.000319695,0.009717438,FALSE,FALSE
TEC,0.377032059,0.004327221,0.033979406,FALSE,FALSE
TERF2,-0.358341773,0.006562798,0.041940291,FALSE,FALSE
TETRAN,0.460431622,0.000472058,0.011427439,FALSE,FALSE
TEX2,-0.38840876,0.003225174,0.029333517,FALSE,FALSE
TFAP2A,0.527224262,7.20E-05,0.004955438,FALSE,FALSE
TFIP11,0.40625843,0.000741307,0.014155619,FALSE,FALSE
TH1L,0.347261846,0.008609106,0.04863479,FALSE,FALSE
THEM2,-0.35196743,0.00767811,0.045861417,FALSE,FALSE
THOC3,-0.418808424,0.000813018,0.014877084,FALSE,FALSE
THRAP6,-0.445753405,0.00070341,0.013779121,FALSE,FALSE
TIAM2,0.453745246,0.000377198,0.010475914,FALSE,FALSE
TIFA,-0.419451789,0.001461508,0.019764882,FALSE,FALSE
TIGD2,-0.445582887,0.000725448,0.014074911,FALSE,FALSE
TINP1,-0.353710826,0.007368245,0.044874914,FALSE,FALSE
TLK1,0.34989186,0.007950159,0.046723537,FALSE,FALSE
TLR1,0.362549386,0.005975606,0.040247679,FALSE,FALSE
TLR9,0.382489887,0.003888664,0.032114643,FALSE,FALSE
TMBIM1,0.357347244,0.006794086,0.042874644,FALSE,FALSE
TMC8,0.438247593,0.00088865,0.015553319,FALSE,FALSE
TMCO1,-0.398092398,0.002517122,0.026167033,FALSE,FALSE
TMCO3,-0.375542365,0.004361915,0.03416641,FALSE,FALSE
TMCO4,0.391101523,0.003048988,0.028553464,FALSE,FALSE
TMED2,-0.458614136,0.000482736,0.011483408,FALSE,FALSE
TMEM117,0.382068633,0.003793104,0.031659129,FALSE,FALSE
TMEM14A,-0.445975136,0.000691058,0.013649706,FALSE,FALSE
TMEM14B,-0.401314667,0.002327067,0.025568315,FALSE,FALSE
TMEM150,0.389394264,0.003140662,0.029015644,FALSE,FALSE
TMEM16J,0.343250558,0.006618609,0.04217436,FALSE,FALSE
TMEM17,0.363081042,0.005895076,0.039992046,FALSE,FALSE
TMEM176B,-0.42805419,0.001175036,0.017602928,FALSE,FALSE
TMEM178,0.414216193,0.001692825,0.02156441,FALSE,FALSE
TMEM2,-0.388902338,0.003234039,0.029343813,FALSE,FALSE
TMEM32,-0.404300935,0.002157785,0.024380624,FALSE,FALSE
TMEM34,0.40823026,0.001966204,0.023437131,FALSE,FALSE
TMEM50B,-0.415845816,0.001610657,0.020884872,FALSE,FALSE
TMEM59,-0.401964513,0.002327249,0.025568315,FALSE,FALSE
TMEM63A,0.431781227,0.001052905,0.016819656,FALSE,FALSE
TMEM65,0.477374214,0.000285874,0.009180837,FALSE,FALSE
TMEM66,-0.351640451,0.007729479,0.046042579,FALSE,FALSE
TMEM68,0.458142886,0.000499929,0.011639365,FALSE,FALSE
TMEM69,-0.38986971,0.003067623,0.028592525,FALSE,FALSE
TMEM86B,0.491413005,0.000187664,0.007256251,FALSE,FALSE
TMEM9,-0.370221608,0.005133907,0.037503152,FALSE,FALSE
TMPRSS11A,0.356426787,0.006984817,0.043476515,FALSE,FALSE
TMSB10,-0.360463254,0.006397822,0.041523425,FALSE,FALSE
TMUB2,0.358095714,0.003845638,0.031903783,FALSE,FALSE
TNFRSF13C,0.398551183,0.00251805,0.026167033,FALSE,FALSE
TNFRSF19,0.322353615,0.004642452,0.035378528,FALSE,FALSE
TNFSF10,-0.387422581,0.003327233,0.029920456,FALSE,FALSE
TNFSF13B,-0.458774455,0.00049394,0.011585064,FALSE,FALSE
TNFSF14,0.390377082,0.000510011,0.011664469,FALSE,FALSE
TNFSF15,0.462670954,0.000441274,0.011074562,FALSE,FALSE
TNFSF5IP1,-0.40168049,0.002286152,0.025314551,FALSE,FALSE
TNIP2,0.419429723,0.001476074,0.019867179,FALSE,TRUE
TNK2,0.297523724,0.004161402,0.033210898,FALSE,FALSE
TNNC1,0.348337777,0.00832524,0.04787145,FALSE,FALSE
TNR,0.346138179,0.008869227,0.049511391,FALSE,FALSE
TNRC6B,0.403449986,0.000221797,0.008063201,FALSE,FALSE
TOM1,0.387408303,0.003296334,0.029736443,FALSE,FALSE
TOMM34,0.351053513,0.007815749,0.046329488,FALSE,FALSE
TOPBP1,0.493725588,0.000172518,0.007097846,FALSE,FALSE
TOX,0.362966959,0.006195404,0.040765803,FALSE,FALSE
TPPP,-0.431652582,0.001059107,0.016865197,FALSE,FALSE
TPT1,-0.359541009,0.006453791,0.041615166,FALSE,FALSE
TPTE2,0.379248033,0.000742544,0.014155619,FALSE,FALSE
TRA2A,0.450144614,0.000636502,0.013153787,FALSE,FALSE
TRAF3IP2,0.378339979,0.000285393,0.009180837,FALSE,FALSE
TRHDE,0.370099532,0.005120122,0.037476383,FALSE,FALSE
TRIM11,0.371261046,0.004923485,0.036600192,FALSE,FALSE
TRIM13,0.382675717,0.000409833,0.010910124,FALSE,FALSE
TRIM25,0.371905805,0.004860863,0.036329017,FALSE,FALSE
TRIM32,-0.458132388,0.000494536,0.011585064,FALSE,FALSE
TRIM44,-0.507819472,0.000112751,0.005792427,FALSE,FALSE
TRIM6,-0.382541549,0.000785378,0.014654738,FALSE,FALSE
TRIM8,-0.405180878,0.002116099,0.024095231,FALSE,FALSE
TRIP4,-0.398807891,0.002469166,0.026029846,FALSE,FALSE
TRMT5,-0.426022715,0.001213597,0.01784925,FALSE,FALSE
TRNT1,0.300072027,0.004477404,0.034772339,FALSE,FALSE
TROVE2,0.329108231,0.000727756,0.01408235,FALSE,FALSE
TRPC6,0.37090974,0.004991555,0.036788422,FALSE,FALSE
TRPV1,0.291417454,0.004567759,0.035097795,FALSE,FALSE
TSP50,-0.374647709,0.004869027,0.036329017,FALSE,FALSE
TSPAN5,-0.357401317,0.006888194,0.043180386,FALSE,FALSE
TSR1,0.456761751,0.000532345,0.011947517,FALSE,FALSE
TTC10,0.314302492,0.005642186,0.039051173,FALSE,FALSE
TTC8,0.415521915,0.000681351,0.013638029,FALSE,FALSE
TTC9C,-0.444330021,0.000729709,0.014082685,FALSE,FALSE
TTMB,-0.359871244,0.006447835,0.04161124,FALSE,FALSE
TUBB6,-0.340332966,0.005912321,0.040059367,FALSE,FALSE
TUSC5,-0.378144032,0.004164052,0.033210898,FALSE,FALSE
TXN,-0.556804865,2.15E-05,0.002613283,FALSE,FALSE
TXNDC13,-0.3800353,0.003993515,0.032587053,FALSE,FALSE
TXNDC14,-0.367149361,0.005352034,0.03827772,FALSE,FALSE
TXNL6,0.632279563,1.50E-06,0.000863842,FALSE,FALSE
TYMS,-0.425005143,0.001233103,0.017939676,FALSE,FALSE
U1SNRNPBP,0.52396692,5.38E-06,0.001436319,FALSE,FALSE
U2AF1L2,0.357526344,0.006755974,0.042683365,FALSE,FALSE
UBADC1,-0.473336778,0.00032655,0.009789822,FALSE,FALSE
UBE1L,0.403272982,0.00220258,0.024669242,FALSE,FALSE
UBE2D2,0.294721402,0.007906792,0.046616633,FALSE,FALSE
UBE2E2,-0.411834555,0.001809043,0.022242186,FALSE,FALSE
UBE2G2,0.35874414,0.003330311,0.029920456,FALSE,FALSE
UBE2T,-0.511627096,9.78E-05,0.005590696,FALSE,FALSE
UBE2V2,0.369355496,0.00522824,0.037820096,FALSE,FALSE
UBE2W,-0.375218407,0.004515482,0.034894699,FALSE,FALSE
UBL3,-0.384842519,0.003513085,0.030704563,FALSE,FALSE
UBLCP1,-0.35200813,0.007573415,0.045335056,FALSE,FALSE
UBTF,0.31098459,0.00139031,0.01920901,FALSE,FALSE
UBXD2,0.381543319,0.003770136,0.03161541,FALSE,FALSE
UBXD4,0.358654537,0.006681608,0.042409416,FALSE,FALSE
UCHL3,-0.395586903,0.002656504,0.026498573,FALSE,FALSE
UCK1,0.356572817,0.006929251,0.043303072,FALSE,FALSE
UCN,0.347715691,0.008521471,0.048409421,FALSE,FALSE
UCRC,0.279551386,0.00493314,0.036647071,FALSE,FALSE
UGCGL2,0.413784067,0.001700934,0.02156929,FALSE,FALSE
UGDH,-0.363052074,0.005979629,0.040247679,FALSE,FALSE
ULK1,0.32474147,0.006773259,0.042767881,FALSE,FALSE
UNC13D,0.37251849,0.00469392,0.035576055,FALSE,FALSE
UNQ3045,0.351710842,0.007756432,0.046152882,FALSE,FALSE
UNQ501,-0.386570525,0.003341086,0.029942671,FALSE,FALSE
UNQ5783,0.352537789,0.007770426,0.046185924,FALSE,FALSE
UPF2,0.511720387,3.09E-05,0.002965451,FALSE,FALSE
UQCRC2,-0.447009457,0.000671659,0.013526303,FALSE,FALSE
UQCRFS1,-0.368575112,0.005135111,0.037503152,FALSE,FALSE
UROD,-0.397194629,0.002594323,0.02637313,FALSE,FALSE
USP10,-0.45216958,0.000596917,0.012662047,FALSE,FALSE
USP45,0.470168329,0.000356163,0.01025529,FALSE,FALSE
USP48,0.357008209,0.002420132,0.025876082,FALSE,FALSE
USP49,0.419573072,0.001432321,0.019494085,FALSE,FALSE
USP5,-0.472593848,0.000326045,0.009789822,FALSE,FALSE
UST,0.41016023,0.001876855,0.022668414,FALSE,FALSE
UTP14C,-0.347773741,0.008393512,0.04798664,FALSE,FALSE
UTY,0.337836619,0.005611025,0.039008217,FALSE,FALSE
VAMP2,-0.358771811,0.006544073,0.041895706,FALSE,FALSE
VAV1,0.356815872,0.006952518,0.043374163,FALSE,FALSE
VBP1,-0.350639139,0.0082668,0.047660634,FALSE,FALSE
VCX2,0.372888377,0.001373318,0.019046387,FALSE,FALSE
VGF,0.6153548,3.32E-06,0.001272174,FALSE,FALSE
VGLL1,0.382168469,0.00376864,0.03161541,FALSE,FALSE
VMD2L1,-0.353481541,0.007487997,0.04517031,FALSE,FALSE
VMP,0.444460785,0.000818211,0.014914497,FALSE,FALSE
VNN3,0.398824347,0.000123357,0.006051301,FALSE,FALSE
VPS11,0.451964076,0.000590718,0.012608999,FALSE,FALSE
VPS25,-0.370241154,0.004962971,0.036719108,FALSE,FALSE
VPS26B,0.420010267,0.001419199,0.019460723,FALSE,FALSE
VPS35,-0.404007369,0.002158987,0.024380624,FALSE,FALSE
VPS36,0.408128884,0.001956656,0.023374241,FALSE,FALSE
VPS39,0.411603803,0.001799585,0.022181683,FALSE,FALSE
VPS41,0.519554958,4.89E-06,0.001433224,FALSE,FALSE
VPS72,0.405135573,0.002120219,0.024117051,FALSE,FALSE
VPS8,0.352290568,0.003039294,0.028527563,FALSE,FALSE
VRK2,-0.365743767,0.005576014,0.038873421,FALSE,FALSE
WAS,0.355744353,0.007019195,0.043536876,FALSE,FALSE
WDR18,-0.371081267,0.004942233,0.03666484,FALSE,FALSE
WDR21A,-0.365436741,0.005650301,0.039073863,FALSE,FALSE
WDR27,0.378602513,0.004124879,0.033067181,FALSE,FALSE
WDR31,0.356992737,0.006893834,0.043180386,FALSE,FALSE
WDR40A,-0.607803199,3.52E-06,0.001284226,FALSE,FALSE
WDR51A,-0.389889646,0.003147484,0.029015644,FALSE,FALSE
WDR58,0.429516007,0.001144602,0.017468439,FALSE,FALSE
WDR59,0.382624672,0.003756481,0.03161541,FALSE,FALSE
WDR68,-0.345761089,0.008857652,0.049502204,FALSE,FALSE
WDR71,-0.464961988,0.000418854,0.010910124,FALSE,FALSE
WDR74,0.493323067,0.000104381,0.005710947,FALSE,FALSE
WDR79,0.378961106,0.004078862,0.03290317,FALSE,FALSE
WNT16,0.323198887,0.00554075,0.03884045,FALSE,FALSE
WNT3,0.369719,0.005117871,0.037476383,FALSE,FALSE
WSB1,0.517117733,7.33E-05,0.005014635,FALSE,FALSE
XAF1,0.472402367,0.000415656,0.010910124,FALSE,FALSE
XKR3,0.375478381,0.00461682,0.035279185,FALSE,FALSE
XPNPEP1,-0.36609122,0.005555918,0.038873421,FALSE,FALSE
XRCC2,0.41518695,0.001623868,0.020979053,FALSE,FALSE
XRCC5,-0.379095866,0.004033527,0.032742639,FALSE,FALSE
YAF2,0.479292785,8.34E-06,0.001547211,FALSE,FALSE
YARS,0.46442263,0.000417275,0.010910124,FALSE,FALSE
YBX1,-0.447471523,0.000683611,0.013638029,FALSE,FALSE
YTHDC1,0.304578572,0.006304011,0.041281846,FALSE,FALSE
YWHAE,0.353461808,0.007396945,0.044908924,FALSE,FALSE
YWHAQ,-0.447765917,0.000662868,0.013493313,FALSE,FALSE
ZA20D2,0.412353747,0.001765846,0.021966053,FALSE,FALSE
ZADH1,0.556596798,2.21E-05,0.002632504,FALSE,FALSE
ZBTB2,0.378657391,0.00406577,0.032892109,FALSE,FALSE
ZC3H10,-0.35973064,0.006423738,0.041562528,FALSE,FALSE
ZC3H12A,0.382456149,0.003752165,0.03161541,FALSE,FALSE
ZC3H3,0.471610634,0.000337966,0.009938634,FALSE,FALSE
ZCCHC17,-0.348606891,0.008261673,0.047656184,FALSE,FALSE
ZDHHC3,-0.467959935,0.000368035,0.010359563,FALSE,FALSE
ZDHHC4,-0.411008253,0.001844826,0.022496967,FALSE,FALSE
ZDHHC8,0.507408623,0.000111133,0.00577449,FALSE,FALSE
ZDHHC9,0.271032201,0.008287017,0.047726898,FALSE,FALSE
ZFP37,0.426703497,0.001248879,0.018076623,FALSE,FALSE
ZFP42,0.369470209,0.005249513,0.037865898,FALSE,FALSE
ZFPM1,0.412800986,0.001728705,0.021757146,FALSE,FALSE
ZFPM2,-0.38308552,0.00370267,0.031481473,FALSE,FALSE
ZFR,-0.531336292,5.22E-05,0.004058625,FALSE,FALSE
ZFY,0.39748745,0.002863561,0.027559066,FALSE,FALSE
ZFYVE26,-0.406937593,0.002037051,0.023713333,FALSE,FALSE
ZFYVE27,0.336569173,0.005537547,0.03884045,FALSE,FALSE
ZGPAT,0.283824092,0.006337684,0.041357415,FALSE,FALSE
ZMAT3,0.355646597,0.007005421,0.043536876,FALSE,FALSE
ZMAT5,-0.340136748,0.001496883,0.019975269,FALSE,FALSE
ZMIZ2,0.38827987,0.003254525,0.029480802,FALSE,FALSE
ZMYM3,0.355710865,0.00153454,0.020206717,FALSE,FALSE
ZMYM4,0.381949945,0.003796127,0.031659129,FALSE,FALSE
ZMYND8,0.471411246,0.000335967,0.009938634,FALSE,FALSE
ZNF133,0.378875428,0.004069975,0.032892109,FALSE,FALSE
ZNF140,0.401761913,0.002287511,0.025314551,FALSE,FALSE
ZNF146,0.352947263,0.007459117,0.045045126,FALSE,FALSE
ZNF148,0.392363342,0.002878281,0.027676391,FALSE,FALSE
ZNF160,0.570260729,8.50E-06,0.001551011,FALSE,FALSE
ZNF165,0.465109011,0.000408805,0.010910124,FALSE,FALSE
ZNF177,0.389205879,0.003191061,0.029234231,FALSE,FALSE
ZNF18,0.496715182,0.000156789,0.006890268,FALSE,TRUE
ZNF211,0.501184669,0.000139064,0.006466571,FALSE,FALSE
ZNF212,0.381110752,0.003923709,0.032379628,FALSE,FALSE
ZNF223,0.511177471,9.93E-05,0.005590696,FALSE,FALSE
ZNF238,0.309465505,0.002475363,0.026029873,FALSE,FALSE
ZNF26,0.355937903,0.007022365,0.043536876,FALSE,FALSE
ZNF263,0.422967114,0.001332054,0.018639256,FALSE,FALSE
ZNF265,0.446642121,0.000296316,0.009317383,FALSE,FALSE
ZNF266,0.31949937,0.006493196,0.041770801,FALSE,FALSE
ZNF274,0.484664669,1.29E-05,0.002041689,FALSE,FALSE
ZNF275,0.359464283,0.001658033,0.021294737,FALSE,FALSE
ZNF294,0.35780689,0.006745017,0.042663404,FALSE,FALSE
ZNF317,0.563612233,1.73E-05,0.002226888,FALSE,FALSE
ZNF320,0.430134021,0.001127816,0.017333122,FALSE,FALSE
ZNF324,0.380269637,0.00388033,0.032070023,FALSE,FALSE
ZNF335,0.42855251,0.001141739,0.017449077,FALSE,FALSE
ZNF337,0.376284005,0.004347298,0.03407631,FALSE,FALSE
ZNF384,0.369480517,0.002084479,0.023959581,FALSE,FALSE
ZNF394,0.388663895,0.003192937,0.029234231,FALSE,FALSE
ZNF408,0.410007691,0.00186142,0.022559697,FALSE,FALSE
ZNF42,0.321838926,0.008942115,0.049737317,FALSE,FALSE
ZNF430,0.447674691,0.000663437,0.013493313,FALSE,FALSE
ZNF438,0.39952729,0.00246328,0.025992837,FALSE,FALSE
ZNF440L,0.550274686,3.02E-05,0.002965451,FALSE,FALSE
ZNF483,0.408194885,0.000217927,0.007975496,FALSE,FALSE
ZNF484,0.357309444,0.006873543,0.043127348,FALSE,FALSE
ZNF493,0.473493019,0.000241331,0.00847484,FALSE,FALSE
ZNF511,-0.412106576,0.001759603,0.02195501,FALSE,FALSE
ZNF513,0.427827465,0.001162999,0.01750505,FALSE,FALSE
ZNF551,0.486971655,0.000210066,0.007792059,FALSE,FALSE
ZNF559,0.448360851,0.000669171,0.013526303,FALSE,FALSE
ZNF562,0.478493451,0.000276224,0.008979493,FALSE,FALSE
ZNF563,0.48615881,0.000224757,0.008143772,FALSE,FALSE
ZNF566,0.444360947,0.000740104,0.014155619,FALSE,FALSE
ZNF573,0.353238963,0.00744681,0.045045126,FALSE,FALSE
ZNF577,0.481586604,0.000249038,0.00856954,FALSE,FALSE
ZNF589,0.471565403,0.000342384,0.009989758,FALSE,FALSE
ZNF600,0.508008834,0.000111874,0.00577449,FALSE,FALSE
ZNF621,0.411183455,0.001813278,0.02224427,FALSE,FALSE
ZNF625,0.374166069,0.004608549,0.03524059,FALSE,FALSE
ZNF643,0.407224578,0.002010101,0.023638499,FALSE,FALSE
ZNF646,0.370542779,0.004977099,0.036760851,FALSE,FALSE
ZNF652,0.400428352,0.002366158,0.025711257,FALSE,FALSE
ZNF653,0.432408456,0.001028728,0.016701651,FALSE,FALSE
ZNF655,0.320686738,0.003698858,0.031473515,FALSE,FALSE
ZNF658B,0.39172295,0.003023661,0.028522903,FALSE,FALSE
ZNF669,0.536305728,4.41E-05,0.003770754,FALSE,FALSE
ZNF672,0.401731454,0.002309192,0.025446576,FALSE,FALSE
ZNF682,0.291270859,0.004633967,0.035360824,FALSE,FALSE
ZNF69,0.37466909,0.004474857,0.034772339,FALSE,FALSE
ZNF692,0.406347506,0.002028119,0.023684948,FALSE,FALSE
ZNF709,0.358707025,0.006625534,0.042175828,FALSE,FALSE
ZNF76,0.458400769,0.00048638,0.011519987,FALSE,FALSE
ZNHIT2,0.380290673,0.003936107,0.032410809,FALSE,FALSE
ZNHIT4,0.365827328,0.005578121,0.038873421,FALSE,FALSE
ZP1,0.453606597,0.000581811,0.01253247,FALSE,FALSE
ZP2,-0.366820514,0.005490663,0.038743679,FALSE,FALSE
ZSWIM2,0.348459008,0.008710385,0.049030255,FALSE,FALSE
